timestamp,state,event,test,time_taken
"2019-05-13 19:36:07","CreateFoldersForLsByName","test_concluded","metadataOnlyProject.data.testFolder1.__ls_by_name",24.313
"2019-05-13 19:36:32","AddMetadataToFoldersUnit","test_concluded","publicProject.__metadata",24.959
"2019-05-13 19:36:56","AddMetadataToFoldersUnit","test_concluded","privateProject.__metadata",24.449
"2019-05-13 19:37:21","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.__metadata",24.435
"2019-05-13 19:37:46","AddMetadataToFoldersUnit","test_concluded","publicProject",25.638
"2019-05-13 19:38:11","AddMetadataToFoldersUnit","test_concluded","privateProject",24.727
"2019-05-13 19:38:36","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject",24.814
"2019-05-13 19:39:00","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder1.__metadata",24.347
"2019-05-13 19:39:26","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder2.__metadata",25.57
"2019-05-13 19:39:50","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder1.__metadata",24.432
"2019-05-13 19:40:15","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder2.__metadata",24.634
"2019-05-13 19:40:40","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder1.__metadata",24.795
"2019-05-13 19:41:04","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder2.__metadata",24.588
"2019-05-13 19:41:31","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder1.__parent_metadata",26.392
"2019-05-13 19:41:55","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder2.__parent_metadata",24.425
"2019-05-13 19:42:21","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder1.__parent_metadata",26.05
"2019-05-13 19:42:46","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder2.__parent_metadata",24.497
"2019-05-13 19:43:12","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder1.__parent_metadata",26.431
"2019-05-13 19:43:37","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder2.__parent_metadata",25.158
"2019-05-13 19:44:02","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder1.__version",25.087
"2019-05-13 19:44:27","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder2.__version",24.453
"2019-05-13 19:44:51","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder1.__version",24.49
"2019-05-13 19:45:16","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder2.__version",24.536
"2019-05-13 19:45:43","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder1.__version",27.324
"2019-05-13 19:46:09","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder2.__version",25.811
"2019-05-13 19:46:34","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder1.__change_log",24.5
"2019-05-13 19:46:58","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder2.__change_log",24.472
"2019-05-13 19:47:23","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder1.__change_log",24.987
"2019-05-13 19:47:49","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder2.__change_log",25.836
"2019-05-13 19:48:13","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder1.__change_log",24.547
"2019-05-13 19:48:40","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder2.__change_log",26.147
"2019-05-13 19:49:05","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder1.__restore_metadata_version",25.208
"2019-05-13 19:49:29","AddMetadataToFoldersUnit","test_concluded","publicProject.data.testFolder2.__restore_metadata_version",24.356
"2019-05-13 19:49:54","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder1.__restore_metadata_version",24.688
"2019-05-13 19:50:18","AddMetadataToFoldersUnit","test_concluded","privateProject.data.testFolder2.__restore_metadata_version",24.316
"2019-05-13 19:50:43","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder1.__restore_metadata_version",25.255
"2019-05-13 19:51:08","AddMetadataToFoldersUnit","test_concluded","metadataonlyProject.data.testFolder2.__restore_metadata_version",24.825
"2019-05-13 19:51:08","UploadFilesAndAddMetadataUnit","state_create_start","",0
"2019-05-13 19:51:48","UploadFilesAndAddMetadataUnit","state_create_complete","",39.835
"2019-05-13 19:52:13","DeleteFoldersUnit","test_concluded","publicProject.data.testFolder1.__undelete",25.2
"2019-05-13 19:52:39","DeleteFoldersUnit","test_concluded","publicProject.data.testFolder2.__undelete",25.315
"2019-05-13 19:53:04","DeleteFoldersUnit","test_concluded","privateProject.data.testFolder1.__undelete",25.161
"2019-05-13 19:53:30","DeleteFoldersUnit","test_concluded","privateProject.data.testFolder2.__undelete",26.019
"2019-05-13 19:53:59","DeleteFoldersUnit","test_concluded","metadataonlyProject.data.testFolder1.__undelete",29.191
"2019-05-13 19:54:24","DeleteFoldersUnit","test_concluded","metadataonlyProject.data.testFolder2.__undelete",24.79
"2019-05-13 19:54:53","AddMetadataToFoldersPublicProject","test_concluded","admin.reindex",28.924
"2019-05-13 19:55:42","AddMetadataToFoldersPublicProject","test_concluded","publicProject.data.testFolder1.__restore",48.966
"2019-05-13 19:55:42","CreateManualPostForAllProjectTypesUnit","state_create_start","",0
"2019-05-13 19:56:16","CreateManualPostForAllProjectTypesUnit","state_create_complete","",34.414
"2019-05-13 19:56:16","ShareSomePostsUnit","state_create_start","",0
"2019-05-13 19:56:51","ShareSomePostsUnit","state_create_complete","",35.337
"2019-05-13 19:56:51","LikeSomePostsUnit","state_create_start","",0
"2019-05-13 19:57:23","LikeSomePostsUnit","state_create_complete","",31.719
"2019-05-13 19:57:23","CommentSomePostsUnit","state_create_start","",0
"2019-05-13 19:57:54","CommentSomePostsUnit","state_create_complete","",31.113
"2019-05-13 19:57:54","CreateSocialDendroTimelineWithPostsAndSharesUnit","state_create_start","",0
"2019-05-13 19:58:25","CreateSocialDendroTimelineWithPostsAndSharesUnit","state_create_complete","",30.357
"2019-05-13 19:58:49","CreateSocialDendroTimelineWithPostsAndSharesUnit","test_concluded","posts.comment",24.398
